-0.000546	2.617646370915021e-10	-3.781717879718663e-12
-0.001408	2.492469474908451e-10	4.5593060468377895e-12
-8.8e-5	2.412231484285465e-10	-3.934082972908471e-12
-0.000474	2.3029302016952777e-10	-4.701729322506413e-12
0.000866	2.346899710484357e-10	1.0011033240638475e-11
-0.001406	2.331357374492709e-10	-2.55774088740032e-12
-0.001782	2.2174663006453174e-10	-3.1538283650272087e-13
-0.000452	2.1572279916059712e-10	8.460333254974975e-12
-0.000704	2.2043957147480806e-10	-9.519363648121378e-12
0.000422	2.259501486274603e-10	-1.7533398178586032e-11
0.001394	2.2879569169328106e-10	2.1246543758539016e-12
-0.00057	2.3451382134049267e-10	1.2452208115124687e-11
-0.002732	2.0383074276883593e-10	4.9041320303631624e-12
-0.000542	1.7998874463314013e-10	-1.1602848292049536e-12
-0.0005	2.063730808270215e-10	3.230600927285696e-12
-0.000948	2.1871318582463784e-10	-6.728812966394676e-12
-0.000942	2.2633597089122833e-10	1.1487921600749149e-11
-0.00129	2.1549234225414808e-10	7.857634188809828e-12
-0.00072	1.77531228515709e-10	2.117382558557887e-13
-0.002524	1.695751906171684e-10	5.104941099237129e-12
-0.003158	1.7955281524755985e-10	-5.584766848720787e-12
1.8e-5	2.0152772806424193e-10	-3.8647512489020005e-12
0.001308	2.0954458321067688e-10	1.4525496603041492e-11
-0.00106	1.9111708427981127e-10	1.0478574508280788e-12
-0.001252	1.7860054759102863e-10	1.6223868287692093e-12
-0.00146	1.759788101853161e-10	3.917020143382156e-12
0.002274	1.813079322089239e-10	1.2066139516813334e-12
0.000892	2.0083877822018626e-10	1.3835765284899692e-12
0.001266	2.2467716328439668e-10	1.0989444555739039e-11
0.000854	1.773858804892343e-10	5.0487649556249994e-12
-0.00086	2.235319331182188e-10	-8.910263248028101e-12
0.001194	2.1262019242954227e-10	1.0349068213755301e-11
0.001996	2.1265997323331627e-10	-5.3255615814159936e-12
0.001186	2.0139001106460369e-10	4.63387357221719e-12
0.001742	2.4648756378069763e-10	2.069264652944914e-12
0.001744	2.2560089236404226e-10	-8.053684898955872e-12
-0.000224	2.444592266502239e-10	-2.885979696846334e-13
-0.000636	2.0857708706557022e-10	4.239144186058625e-12
0.001404	2.2604234886323298e-10	1.1658983880827655e-12
0.000768	2.130298314968264e-10	9.467527214033933e-12
0.000334	2.4830758849363003e-10	9.156134244376345e-12
0.000924	2.4838315414670945e-10	7.087533126405392e-12
0.000996	2.1462958340054048e-10	6.742454600752396e-12
-0.000756	2.1467511526184948e-10	6.036634128113026e-13
-0.000384	2.062170694119235e-10	-2.506641087550767e-14
0.000476	2.0416581322152027e-10	1.2853747648662979e-12
0.000124	2.376020970589703e-10	3.834948230084615e-12
0.001176	2.333941680852013e-10	9.931412131246198e-12
0.000234	1.9126217255329887e-10	5.484247868774319e-12
0.00017	1.8485179016715842e-10	4.4558868058568076e-12
-0.001176	1.9094802511584893e-10	5.887191737033351e-12
-0.001912	1.878425847408842e-10	-2.700576052740783e-12
-0.000998	2.037412527396719e-10	1.8444120540503636e-11
0.000362	2.0894384649399287e-10	9.06317132726882e-12
-1.2e-5	1.7055004760904003e-10	6.966796417967291e-12
-0.001596	1.722787920182711e-10	8.759233993608957e-12
-0.00056	1.8128255358537996e-10	5.122542351310612e-12
-0.00148	1.843318166713385e-10	1.0143821473844875e-11
-0.002918	1.9539217375517298e-10	6.247404307383488e-12
-0.000172	1.927787960601403e-10	6.445788170437596e-12
0.000228	1.9071971394456e-10	3.5532992961464844e-12
-0.001306	1.8603802034645318e-10	7.225570524776732e-13
0.001758	1.8813358627821216e-10	-1.0002981504121977e-11
0.000972	2.022475384210695e-10	-8.101877742446723e-12
-6.0e-6	2.3573692607707106e-10	-2.8436725040993e-12
0.0013	2.1274114370659696e-10	5.364953871343184e-13
-0.000652	2.1937923605707476e-10	-5.2578427248401854e-12
-0.001214	2.107675796673006e-10	2.0495420246361356e-12
0.001796	2.193002058457e-10	-1.7808613764435587e-12
0.001556	2.1880888234259904e-10	-7.418674277675252e-12
-0.000152	2.512294880728055e-10	2.4147143316965965e-12
-0.000298	2.3681708693301894e-10	-2.895606170835931e-13
0.000168	2.459798107334506e-10	-3.6523770205765605e-13
-0.000512	2.1489781933699609e-10	-1.0843795238988727e-11
